name,address,citystate,zip,phone,web,email,target_type,target_value,program_type,category,subcategory,alt_name
NEIGHBORHOOD PLACE 810 BARRET - LLM,810 Barret Avenue 1st Floor Urban County Government Center,Louisville KY,40204,"[""(502) 574-6638"", ""(502) 574-6320""]",http://louisvilleky.gov/government/neighborhood-place,mailto:info@louisvilleky.gov,Target%20Populations,Children/Youth,Academic%20Counseling,EDUCATIONAL SERVICES,,
NEIGHBORHOOD PLACE FIRST - LLM,1503 Rangeland Road,Louisville KY,40219,"[""(502) 962-3160"", ""(502) 962-3171""]",http://louisvilleky.gov/government/neighborhood-place,mailto:info@louisvilleky.gov,Target%20Populations,Children/Youth,Academic%20Counseling,EDUCATIONAL SERVICES,,
YOUTH DEVELOPMENT,,,,[],,,,,,,,
YOUTH DEVELOPMENT,,,,[],,,,,,,,
BREAK THE CYCLE,,,,"[""(310) 286-3383"", ""(310) 286-3386""]",http://www.breakthecycle.org,mailto:info@breakthcycle.org,Target%20Populations,Children/Youth,Youth%20Violence%20Prevention,OUTREACH PROGRAMS,,
YOUTH DEVELOPMENT,,,,[],,,,,,,,
YOUTH DEVELOPMENT,,,,[],,,,,,,,
YOUTH DEVELOPMENT,,,,[],,,,,,,,
LOUISVILLE METRO COMMUNITY SERVICES - CS - LLM,810 Barrett Avenue Urban Government Center,Louisville KY,40204,"[""(502) 574-4377"", ""(502) 574-0854""]",http://www.louisvilleky.gov/government/community-services,mailto:communityservicesrevitalizationmail@louisvilleky.gov,Target%20Populations,Children/Youth,Youth%20Violence%20Prevention,,,
NEIGHBORHOOD HOUSE - LLM,201 North 25th Street,Louisville KY,40212,"[""(502) 774-2322"", ""(502) 774-2324""]",http://www.nhky.org,mailto:jhurley@nhky.org,Target%20Populations,Children/Youth,Youth%20Violence%20Prevention,YOUTH DEVELOPMENT,YOUTH DEVELOPMENT PROGRAM (55K),
PEACE EDUCATION PROGRAM - LLM,318 W Kentucky Street,Louisville KY,40203,"[""(502) 589-6583"", ""(502) 561-8392""]",http://www.peaceeducationprogram.org,mailto:office@peaceeducationprogram.org,Target%20Populations,Children/Youth,Youth%20Violence%20Prevention,,,
YMCA OF GREATER LOUISVILLE - LLM,2400 Crittenden Drive,Louisville KY,40217,"[""(502) 635-5233"", ""(502) 635-1443""]",http://ymcasafeplaceservices.org/y-now-mentoring,mailto:safeplaceservices@ymcalouisville.org,Target%20Populations,Children/Youth,Youth%20Violence%20Prevention,YOUTH MENTORING PROGRAMS,,YMCA OF GREATER LOUISVILLE - SAFE PLACE SERVICES
YOUTH DEVELOPMENT,,,,[],,,,,,,,
OPEN DOOR YOUTH SERVICES,2524 Corydon Pike Suite 108,"New ALbany, IN",47150,"[""(812) 948-5481"", ""(812) 948-5427"", ""(812) 948-5482""]",http://www.opendooryouthservices.com,mailto:info@opendooryouthservices.com,Target%20Populations,Children/Youth,Youth%20Violence%20Prevention,PREVENTION PROGRAMS,NEW DIRECTIONS,
PREVENTION PROGRAMS,,,,[],,,,,,,,
SCHOOL AGE SERVICES,,,,[],,,,,,,,
ARTS EDUCATION,,,,[],,,,,,,,
AMERICANA COMMUNITY CENTER - LLM - 55K,4801 Southside Drive,Louisville KY,40214,"[""(502) 366-7813"", ""(502) 366-6382""]",http://americanacc.org,mailto:info@americanacc.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,,,
ARTS EDUCATION,,,,[],,,,,,,,
ARTS EDUCATION,,,,[],,,,,,,,
ARTS EDUCATION,,,,[],,,,,,,,
CABBAGE PATCH SETTLEMENT HOUSE - LLM - 55K,1413 S 6th Street,Louisville KY,40208,"[""(502) 634-0811"", ""(502) 753-4449"", ""(502) 637-9943""]",http://cabbagepatch.org,mailto:tholladay@cabbagepatch.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,YOUTH DEVELOPMENT,,
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,546 S First Street,Louisville KY,40202,"[""(502) 485-3400"", ""(502) 485-7501""]",http://www.adulted4u.com,,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,EDUCATIONAL SERVICES,LIFELONG LEARNING,JEFFERSON COUNTY PUBLIC SCHOOLS - BROWN SCHOOL / AHRENS EDUCATIONAL RESOURCE CENTER
JEWISH COMMUNITY CENTER,3600 Dutchmans Lane,Louisville KY,40205,"[""(502) 459-0660"", ""(502) 459-6885""]",http://www.jccoflouisville.org,mailto:sgoldman@jccoflouisville.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,RECREATIONAL ACTIVITIES,,
ARTS EDUCATION,,MAKERSPACE MAKESHOPS,,[],,,,,,,,
KENTUCKY SHAKESPEARE,323 W Broadway Suite 401,Louisville KY,40202,"[""(502) 574-9900""]",http://kyshakespeare.com,mailto:education@kyshakespeare.com,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,,,
LITTLE LOOM HOUSE,328 Kenwood Hill Road,Louisville KY,40214,"[""(502) 367-4792""]",http://littleloomhouse.org,mailto:education@littleloomhouse.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,ARTS EDUCATION,WEAVING TOURS,
LOUISVILLE CENTRAL COMMUNITY CENTERS - LLM - 55K,1300 West Muhammad Ali Boulevard 2nd Floor,Louisville KY,40203,"[""(502) 583-8821"", ""(502) 583-8824""]",http://www.lcccnews.org,mailto:dgrant@lcccnews.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,YOUTH DEVELOPMENT,,
LOUISVILLE METRO PARKS DEPARTMENT - LLM,8360 Dixie Hwy,Louisville KY,40258,"[""(502) 937-2055""]",http://louisvilleky.gov/government/parks,mailto:metroarts@louisvilleky.gov,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,ARTS EDUCATION,,LOUISVILLE METRO PARKS DEPARTMENT - METRO ARTS CENTER
LOUISVILLE METRO PARKS DEPARTMENT - LLM,607 S 37th Street,Louisville KY,40211,"[""(502) 775-5268""]",http://louisvilleky.gov/government/parks,mailto:parks@louisvilleky.gov,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,ARTS EDUCATION,,LOUISVILLE METRO PARKS DEPARTMENT - SHAWNEE ARTS AND CULTURAL CENTER
LOUISVILLE NATURE CENTER,3745 Illinois Avenue,Louisville KY,40213,"[""(502) 458-1328""]",http://www.louisvillenaturecenter.org,mailto:eblock@louisvillenaturecenter.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,ARTS EDUCATION,,
SENIOR CENTER,,MINISTRIES UNITED OF SOUTH CENTRAL LOUISVILLE - SENIOR WELLNESS CENTER,,[],,,,,,,,
NEIGHBORHOOD HOUSE - LLM,201 North 25th Street,Louisville KY,40212,"[""(502) 774-2322"", ""(502) 774-2324""]",http://www.nhky.org,mailto:cfrazier@nhky.com,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,,,
SACRED HEART SCHOOL FOR THE ARTS,3105 Lexington Road,Louisville KY,40206,"[""(502) 897-1816"", ""(502) 896-3927""]",http://www.sacredheartschools.org/arts,mailto:etrujillo@sacredheartschools.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,ARTS EDUCATION,,
STONEWARE ART FACTORY,731 Brent Street,Louisville KY,40204,"[""(502) 582-1900""]",http://www.louisvillestoneware.com,,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,,,
THE PARKLANDS OF FLOYDS FORK,1411 Beckley Creek Parkway,Louisville KY,40245,"[""(502) 584-0350""]",http://www.theparklands.org,mailto:outdoorclassroom@21cparks.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,,,
UNITED CRESCENT HILL MINISTRIES - 55K,150 S State Street,Louisville KY,40206,"[""(502) 893-0346"", ""(502) 893-0352""]",http://www.uchmlouky.org,mailto:uchm@bellsouth.net,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,YOUTH DEVELOPMENT,YOUTH PROGRAM (OST) (55K),
ZOOM GROUP,2008 Eastern Parkway,Louisville KY,40204,"[""(502) 581-0658"", ""(502) 582-3331""]",http://www.zoomgroup.org,mailto:sread@zoomgroup.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,ARTS EDUCATION,STUDIOWORKS,ZOOMGROUP - STUDIOWORKS
ARTS EDUCATION,,,,[],,,,,,,,
CARNEGIE CENTER FOR ART AND HISTORY,201 East Spring Street,"New Albany, IN",47150,"[""(812) 944-7336""]",http://carnegiecenter.org,mailto:info@carnegiecenter.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,ARTS EDUCATION,FAMILY FUN WORKSHOPS,
HOPE SOUTHERN INDIANA,1200 Bono Road,"New Albany, IN",47150,"[""(812) 948-9248""]",http://www.hopesi.org,mailto:info@interfaithinc.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,AFTER SCHOOL ENRICHMENT PROGRAMS,SNACK ATTACK CAFE PARTNERSHIP,
"LIFESPAN RESOURCES, INC","33 State Street, 3rd Floor","New Albany, IN",47151-0995,"[""(812) 542-6895"", ""(877) 641-5826"", ""(812) 941-5778""]",http://http/www.lifespanresources.org,mailto:smodica@lsr14.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,SENIOR CENTER,,
MULTI-PURPOSE COMMUNITY ACTION AGENCY SHELBY,,,40065,"[""(502) 477-8296"", ""(502) 633-7162""]",http://mpcaa.org,mailto:pat@mpcaa.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,SENIOR CENTER,,MULTI-PURPOSE COMMUNITY ACTION AGENCY - SHELBY COUNTY SENIOR CENTER
MULTI-PURPOSE COMMUNITY ACTION AGENCY SHELBY,,,40165,"[""(502) 543-3455"", ""(502) 633-7162""]",http://mpcaa.org,mailto:mary@mpcaa.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,SENIOR CENTER,,MULTI-PURPOSE COMMUNITY ACTION AGENCY - BULLITT COUNTY SENIOR CENTER
MULTI-PURPOSE COMMUNITY ACTION AGENCY SHELBY,,,40071,"[""(502) 477-8296"", ""(502) 633-7162""]",http://mpcaa.org,mailto:jill@mpcaa.org,Target%20Populations,Children/Youth,Arts%20and%20Crafts%20Instruction~,SENIOR CENTER,,MULTI-PURPOSE COMMUNITY ACTION AGENCY - SPENCER COUNTY SENIOR CENTER
BIG BROTHERS BIG SISTERS OF KENTUCKIANA - LLM,,"Buckner, KY",40010,"[""(502) 753-3745"", ""(877) 588-2300"", ""(502) 587-0608""]",http://www.bbbsky.org,mailto:bbbsky@bbbsky.org,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,,,
BIG BROTHERS BIG SISTERS OF KENTUCKIANA - LLM,,"Corydon, IN",47112,"[""(812) 738-8918"", ""(877) 588-2300""]",http://www.bbbsky.org,mailto:bbbsky@bbbsky.org,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,,,
YOUTH MENTORING PROGRAMS,,,,[],,,,,,,,
YMCA OF SOUTHERN INDIANA,4812 Hamburg Pike,"Jeffersonville, IN",47130,"[""(812) 283-9622"", ""(812) 280-7136""]",http://http/www.ymcasi.org,mailto:jlarocca@ymcasi.org,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,YOUTH DEVELOPMENT,DIAMONDS,YMCA OF SOUTHERN INDIANA - CLARK COUNTY BRANCH
ADELANTE HISPANIC ACHIEVERS,2817 Hikes Lane Buechel United Methodist Church,Louisville KY,40218,"[""(502) 494-0353""]",http://adelanteky.org,mailto:maramaldonado@att.net,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,YOUTH MENTORING PROGRAMS,,
BIG BROTHERS BIG SISTERS OF KENTUCKIANA - LLM,1519 Gardiner Lane,Louisville KY,40218,"[""(502) 587-0494"", ""(877) 588-2300"", ""(812) 284-4001""]",http://www.bbsky.org,mailto:bbbsky@bbbsky.org,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,,,
BOYS AND GIRLS HAVEN,2301 Goldsmith Lane,,40218-1083,"[""(502) 458-1171"", ""(502) 451-2161""]",http://www.boyshaven.org,mailto:cmurray@boyshaven.org,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,MENTORING PROGRAM,
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,4018 W Market Street,Louisville KY,40212,"[""(502) 485-3823"", ""(502) 485-8326"", ""(502) 485-3767""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - ACADEMY AT SHAWNEE
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,3000 Dundee Road Atherton High School,Louisville KY,40205,"[""(502) 485-1521"", ""(502) 485-8202"", ""(502) 485-6020""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - ATHERTON HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,9801 Blue Lick Road Blue Lick Elementary School,Louisville KY,40229,"[""(502) 966-9524"", ""(502) 485-8287""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - BLUE LICK ELEMENTARY / KNIGHT MIDDLE SCHOOLS
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,1130 W Chestnut Street Central High School,Louisville KY,40203,"[""(502) 485-8226"", ""(502) 485-6673"", ""(502) 485-7034""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - CENTRAL HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,500 W Gaulbert Avenue Cochran Elementary School,Louisville KY,40208,"[""(502) 485-8272"", ""(502) 595-7518"", ""(502) 485-8635""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - COCHRAN ELEMENTARY SCHOOL / JEFFERSON COUNTY TRADITIONAL MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,6300 Terry Road Conway Middle School,Louisville KY,40258,"[""(502) 485-7105"", ""(502) 485-8233"", ""(502) 485-8076""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - CONWAY MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,303 Gatehouse Lane Crosby Middle School,Louisville KY,40243,"[""(502) 253-6473"", ""(502) 485-8243"", ""(502) 485-8235""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - CROSBY MIDDLE SCHOOL / EASTERN HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,7601 Saint Andrews Church Road Doss High School,Louisville KY,40214,"[""(502) 485-8239"", ""(502) 485-7120"", ""(502) 485-7159""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - DOSS HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,1001 Fairdale Rd Fairdale High school,Louisville KY,40118,"[""(502) 485-8248"", ""(502) 485-8866"", ""(502) 485-8761""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - FAIRDALE HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,3400 Lees Lane Farnsley Middle School,Louisville KY,40216,"[""(502) 485-8242"", ""(502) 485-6015"", ""(502) 485-6178""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - FARNSLEY MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,9115 Fern Creek Road Fern Creek High School,Louisville KY,40291,"[""(502) 485-8251"", ""(502) 485-6467"", ""(502) 485-6465""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - FERN CREEK TRADITIONAL HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,13700 Sandray Blvd Frost Middle School,Louisville KY,40272,"[""(502) 485-8256"", ""(502) 485-3872"", ""(502) 485-8453""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - FROST MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,5801 Greenwood Road,Louisville KY,40258,"[""(502) 485-8311"", ""(502) 485-6883"", ""(502) 485-8093""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - GREENWOOD ELEMENTARY SCHOOL / PLEASURE RIDGE HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,1700 Norris Place Highland Middle School,Louisville KY,40205,"[""(502) 485-8266"", ""(502) 485-7106"", ""(502) 485-8831""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - HIGHLAND MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,4615 Taylor Blvd Iroquois High School,Louisville KY,40215,"[""(502) 485-8269"", ""(502) 485-8865"", ""(502) 485-8033""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - IROQUOIS HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,9600 Old Six Mile Lane Jeffersontown High School,Louisville KY,40299,"[""(502) 485-8275"", ""(502) 485-6474"", ""(502) 485-8832""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - JEFFERSONTOWN HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,2509 Wilson Avenue Johnson Middle School,Louisville KY,40210,"[""(502) 485-8105"", ""(502) 485-8220"", ""(502) 485-8277""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - JOHNSON TRADITIONAL MIDDLE SCHOOL / BUTLER TRADITIONAL HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,7315 Wesboro Road Kammerer Middle School,Louisville KY,40222,"[""(502) 339-8783"", ""(502) 485-8206"", ""(502) 485-8279""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - KAMMERER MIDDLE SCHOOL / BALLARD HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,8200 Candleworth Drive Lassiter Middle School,Louisville KY,40214,"[""(502) 485-8288"", ""(502) 485-6057"", ""(502) 485-8373""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - LASSITER MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,3307 E Indian Trail,Louisville KY,40213,"[""(502) 485-7193""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - LIBERTY HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,828 S Jackson Street Meyzeek Middle School,Louisville KY,40203,"[""(502) 485-8115"", ""(502) 485-8242"", ""(502) 485-8299""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - MEYZEEK MIDDLE SCHOOL / FARNSLEY MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,6415 Outer Loop Moore High School,Louisville KY,40228,"[""(502) 485-3925"", ""(502) 485-8083""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - MOORE TRADITIONAL HIGH SCHOOL / MOORE TRADITIONAL MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,3741 Pulliam Drive Myers Middle School,Louisville KY,40218,"[""(502) 458-2167"", ""(502) 485-8305"", ""(502) 485-8157""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - MYERS MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,4901 Exeter Avenue Newburg Middle School,Louisville KY,40218,"[""(502) 485-8740"", ""(502) 485-8306"", ""(502) 485-8883""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - NEWBURG MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,121 W Lee Street Noe Middle School,Louisville KY,40208,"[""(502) 485-8055"", ""(502) 485-8307"", ""(502) 485-8056""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - NOE MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,4530 Bellevue Ave Olmsted Academy North,Louisville KY,40215,"[""(502) 485-8841"", ""(502) 485-8331"", ""(502) 485-8381""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - OLMSTED ACADEMY NORTH
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,5650 Southern Parkway Olmsted Academy South,Louisville KY,40214,"[""(502) 485-8842"", ""(502) 485-8270"", ""(502) 485-6971""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - OLMSTED ACADEMY SOUTH
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,724 Denmark Street Semple Elementary School,Louisville KY,40215,"[""(502) 485-8229"", ""(502) 361-7398""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - SEMPLE ELEMENTARY SCHOOL / CHURCHILL PARK REHABILITATION CENTER
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,3510 Goldsmith Lane Seneca High School,Louisville KY,40220,"[""(502) 485-8323"", ""(502) 485-6363""]",http://www.jefferson.k12.ky.us/Programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - SENECA HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,735 Ziegler Street Shelby Elementary School,Louisville KY,40217,"[""(502) 485-8190"", ""(502) 485-8314"", ""(502) 485-8560""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - SHELBY TRADITIONAL ACADEMY / WALLER-WILLIAMS ENVIRONMENTAL SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,8620 Preston Highway Southern High School,Louisville KY,40219,"[""(502) 485-6515"", ""(502) 485-8330"", ""(502) 485-6516""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adult/Child%20Mentoring%20Programs,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - SOUTHERN HIGH SCHOOL
